"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000234456.11",943.771387093023,-1.84859395560866,0.264746189195469,-6.98251393618284,2.89944195928281e-12,2.0786768508089e-10
"ENSG00000130037.5",63.4918935091821,-4.82022106377128,0.690849147698604,-6.97724109500413,3.01032869888552e-12,2.15065434292504e-10
"ENSG00000129250.12",5550.68419603243,-1.75448666143388,0.251969617897444,-6.96308815354074,3.32893363661781e-12,2.36181506177202e-10
"ENSG00000114812.13",2471.41294708623,-4.89205624744274,0.704765036445207,-6.94140031707302,3.88232134362673e-12,2.72613413800419e-10
"ENSG00000131055.5",309.023508929021,-4.15238998760397,0.598250405443567,-6.94088955029662,3.8963856704883e-12,2.72667207466526e-10
"ENSG00000121068.14",3086.41219367078,-3.66429799248349,0.529728027669378,-6.9173194565618,4.60269396498526e-12,3.15630893170762e-10
"ENSG00000220205.10",1734.09711530261,-1.45456698857976,0.211087587343653,-6.89082198950764,5.54709171689379e-12,3.74136738694705e-10
"ENSG00000122679.8",3163.58387635476,-4.38622479032582,0.636830174385727,-6.88758944966243,5.67456928675554e-12,3.81479897231592e-10
"ENSG00000167641.11",1010.86172368719,-4.31861534509607,0.627227015434715,-6.88525085626764,5.76857905699584e-12,3.86532499949813e-10
"ENSG00000171056.8",954.885186365399,-4.25225564507624,0.618131042154068,-6.87921388037389,6.01837445895299e-12,3.99946413630138e-10
"ENSG00000205363.7",184.948387970013,-4.12721391022173,0.599972676963868,-6.87900310912038,6.02728452066488e-12,3.99946413630138e-10
"ENSG00000160801.14",262.85197709157,-3.51742187263227,0.511594150425163,-6.87541456388643,6.18098423727647e-12,4.08822260648764e-10
"ENSG00000241684.9",132.59169098266,-3.15490107609793,0.459466520092048,-6.86644388249635,6.58220513484442e-12,4.33959916671544e-10
"ENSG00000183807.8",267.154955546217,-4.16397278099448,0.608395085721304,-6.84419200404575,7.69087124866922e-12,4.97456227390264e-10
"ENSG00000127329.16",4189.15954952053,-4.06789276623475,0.597134724653529,-6.81235339076124,9.60148882776354e-12,6.15215396638949e-10
"ENSG00000149488.14",105.098457767355,-4.78805356922611,0.704176956675125,-6.79950334051488,1.04980430891336e-11,6.68484085402471e-10
"ENSG00000121075.11",1095.9541237845,-4.20212604987511,0.618547598349999,-6.79353708766221,1.09417092315487e-11,6.89493537698249e-10
"ENSG00000181234.10",81.4448279610454,-5.7229031976028,0.842846653376969,-6.78996965186169,1.12157135453532e-11,7.03262967993646e-10
"ENSG00000183287.15",660.454979441901,-3.89144549430067,0.575232495349108,-6.76499593775375,1.33312939502191e-11,8.24104175358203e-10
"ENSG00000197465.14",45.8594922712582,-3.46405751634121,0.51322606002287,-6.74957447832414,1.48279380161901e-11,9.10275572107669e-10
"ENSG00000133169.6",36.9280541514567,-4.26090473038751,0.632651307272888,-6.73499711674445,1.6393318556408e-11,1.00038274904938e-09
"ENSG00000169744.13",2333.90849759973,-3.3134336925366,0.492964503279574,-6.72144479063528,1.79931412985616e-11,1.09475183734631e-09
"ENSG00000131016.17",2745.13771757878,-3.26024779162506,0.485395340385658,-6.71668539099431,1.8590474519155e-11,1.12774878562353e-09
"ENSG00000187950.9",62.7469401862105,-5.14293198362539,0.76586297607798,-6.71521165569667,1.87793431440618e-11,1.1358455806072e-09
"ENSG00000172987.14",93.9360939363884,-5.38988542193789,0.804606458353247,-6.69878468657726,2.10159975308977e-11,1.25997664729101e-09
"ENSG00000197256.11",6061.4237178283,-2.12358220743103,0.317368120434594,-6.69122722384044,2.21306714568214e-11,1.32293669839844e-09
"ENSG00000110786.18",62.6416359505759,-3.46574888888654,0.518268062787584,-6.68717433647267,2.27520781212537e-11,1.35219886898025e-09
"ENSG00000102104.9",36.8282418494301,-6.45464936533095,0.965355038542352,-6.68629582653571,2.28890108923857e-11,1.3564054316112e-09
"ENSG00000266120.2",39.120062149385,-5.36323785096794,0.803944359633829,-6.67115551803948,2.53797095335938e-11,1.48257995520458e-09
"ENSG00000159339.13",72.0009960608752,-4.83271337536099,0.725975823460601,-6.65685167355062,2.79755254825702e-11,1.62957435935972e-09
"ENSG00000154721.15",1286.92959728005,-3.16310896883991,0.475962109571225,-6.64571591988578,3.01746752073273e-11,1.74774446455096e-09
"ENSG00000120833.14",3306.44286233716,-3.92124601857266,0.590713149561981,-6.63815596703799,3.17631678927413e-11,1.82941571481114e-09
"ENSG00000115602.17",975.975276961284,-5.09263064579529,0.768826367985644,-6.62390216810355,3.49838347436754e-11,2.00926764029222e-09
"ENSG00000163464.8",436.544045930457,-5.04401960048266,0.761992390133167,-6.61951440171359,3.60380733990761e-11,2.06403535467781e-09
"ENSG00000120279.7",891.042468744341,-3.09029941383064,0.467697502577337,-6.60747469636024,3.90930975283742e-11,2.22040130670855e-09
